1|5.4970|5120.13091
2|2.0942|7680.13261
3|1.7002|9386.80606
4|1.6391|1280.13207
5|1.2576|2304.13376
6|6.8280|853.46789
7|7.5360|1584.89927
8|7.7047|640.13196
9|8.1119|1209.02436
10|7.4669|512.13209
11|7.3966|977.59489
12|6.7048|426.80397
13|5.8806|820.65762
14|4.4610|365.85095
15|3.1468|707.18894
16|1.2526|320.13221
17|1.2246|621.31397
18|1.2531|284.57764
19|1.2086|554.05637
20|1.2017|256.13239
21|1.2163|499.94715
22|1.2405|232.86678
23|1.1994|455.47849
24|1.1891|213.46858
25|1.6604|418.27567
26|1.4486|197.06249
27|1.2991|386.69779
28|1.1498|182.99219
29|1.1312|359.54944
30|1.1710|170.80463
31|1.3008|335.97134
32|1.6200|160.13308
33|1.9111|315.29235
34|1.5125|150.72671
35|2.0894|297.01866
36|4.1841|142.35956
37|1.3956|280.74527
38|1.5817|134.87518
39|1.2466|131.42138
40|1.3820|128.13293
41|1.2715|125.01549
42|1.6490|122.03859
43|1.4015|119.20319
44|1.1812|116.49981
45|1.3418|113.91382
46|1.6973|111.43724
47|1.4941|109.07007
48|1.7442|106.80469
49|2.5802|104.62476
50|1.3233|102.53909
51|1.3828|100.53088
52|1.3203|98.60147
53|1.3109|96.74196
54|1.2481|94.95293
55|1.0903|93.22669
56|0.9936|91.56234
57|1.1204|89.96115
58|1.0815|88.41383
59|1.0492|86.91432
60|0.8994|85.46876
61|1.1051|84.07030
62|1.0218|82.71911
63|1.1133|81.40642
64|1.1293|80.13281
65|1.4227|78.90683
66|1.1893|77.71113
67|1.2840|76.55570
68|1.0445|75.43022
69|1.1113|74.33650
70|1.1108|73.28166
71|1.0963|72.25054
72|1.0800|71.25102
73|1.0643|70.27415
74|1.1044|69.32888
75|1.0205|68.40677
76|1.0081|67.50913
77|0.9793|66.63359
78|0.9711|65.78216
79|1.1526|64.94642
80|1.0367|64.13335
81|1.1971|63.34452
82|1.1176|62.57898
83|1.1148|61.82098
84|1.2558|61.08719
85|1.2873|60.37566
86|0.9204|59.67263
87|0.9643|58.98540
88|1.1289|58.32130
89|1.1802|57.66515
90|1.1273|57.02447
91|1.1373|56.39909
92|1.0871|55.79020
93|1.2160|55.18859
94|1.1416|54.60253
95|1.0414|54.03239
96|1.1824|53.46999
97|1.3255|52.92369
98|1.1982|52.38409
99|1.2176|51.85240
100|1.3553|51.33801
101|1.0222|50.82938
102|1.0551|50.33742
103|0.9926|49.84489
104|1.1054|49.36880
105|1.0365|48.89968
106|1.0738|48.43903
107|1.3238|47.98582
108|1.2284|47.54825
109|1.3675|47.11140
110|1.1386|46.68135
111|1.1759|46.26722
112|1.2480|45.85297
113|1.3378|45.44681
114|1.3307|45.04861
115|1.2667|44.65778
116|1.2087|44.27518
117|1.0479|43.90025
118|1.1977|43.52572
119|1.3668|43.16630
120|1.2160|42.80624
121|1.2713|42.45496
122|1.1636|42.10348
123|1.1911|41.76814
124|1.2007|41.43168
125|1.3090|41.09598
126|1.2630|40.77555
127|1.4793|40.45567
128|1.5352|40.13497
129|1.0895|39.83040
130|1.2453|39.52571
131|1.3418|39.22102
132|1.3588|38.92392
133|1.4224|38.63491
134|1.2746|38.34587
135|1.1535|38.06500
136|1.3626|37.78409
137|1.1706|37.51014
138|1.2864|37.23667
139|1.2201|36.97121
140|1.1958|36.71344
141|1.3312|36.44784
142|1.2859|36.19772
143|1.3090|35.94010
144|1.2842|35.69853
145|1.2420|35.44822
146|1.1707|35.20636
147|1.2622|34.97199
148|1.1374|34.73710
149|1.3095|34.50280
150|1.1922|34.27623
151|1.3343|34.04976
152|1.3645|33.82297
153|1.5000|33.60423
154|1.2848|33.38569
155|1.3237|33.17470
156|1.2636|32.96391
157|1.1422|32.75266
158|1.3216|32.54191
159|1.2921|32.33881
160|1.2620|32.13579
161|1.2545|31.94060
162|1.2766|31.74507
163|1.2202|31.54999
164|1.2325|31.36268
165|1.2781|31.16705
166|1.2599|30.97936
167|1.2118|30.79972
168|1.2508|30.61206
169|1.2005|30.43238
170|1.2005|30.26080
171|1.2028|30.08108
172|1.2561|29.90957
173|1.2089|29.73797
174|1.3088|29.56609
175|1.3638|29.39412
176|1.4437|29.23014
177|1.4601|29.06669
178|1.3551|28.90207
179|1.3626|28.74572
180|1.1942|28.58178
181|1.2696|28.42538
182|1.3288|28.26950
183|1.2814|28.12137
184|1.1939|27.96539
185|1.3141|27.81672
186|1.2702|27.66841
187|1.3282|27.51948
188|1.2585|27.37076
189|1.2461|27.23022
190|1.2360|27.08963
191|1.2055|26.94878
192|1.4601|26.80896
193|1.4221|26.66818
194|1.7831|26.53560
195|1.4125|26.39464
196|1.2274|26.26186
197|1.2033|26.12905
198|1.1752|25.99645
199|1.2538|25.87169
200|1.1699|25.73861
