1|1.5117|1024.13036
2|1.0181|1536.13183
3|0.7518|1877.46928
4|0.5561|256.13174
5|0.2532|460.93802
6|0.2345|170.80344
7|0.2359|317.09455
8|0.2033|128.13158
9|0.2454|241.91479
10|0.2405|102.53799
11|0.2610|195.63354
12|0.2218|85.46753
13|0.2078|164.24291
14|0.2064|73.28020
15|0.2160|141.55573
16|0.2504|64.13159
17|0.2025|124.37596
18|0.2096|57.02248
19|0.1795|110.92291
20|0.2534|51.33510
21|0.2664|100.10319
22|0.2351|46.67880
23|0.2525|91.20439
24|0.2360|42.80383
25|0.2100|83.76735
26|0.2622|39.52263
27|0.2565|77.45464
28|0.2466|36.71004
29|0.2243|35.44374
30|0.2375|34.27232
31|0.2209|33.17089
32|0.2543|32.13152
33|0.2459|31.16274
34|0.2495|30.25629
35|0.2588|29.38956
36|0.2566|28.57741
37|0.2897|27.81181
38|0.2704|27.08506
39|0.3492|26.38961
40|0.3317|25.73353
41|0.2646|25.10856
42|0.3053|24.51453
43|0.3250|23.95178
44|0.3057|23.40504
45|0.3575|22.88983
46|0.3767|22.39768
47|0.3534|21.92100
48|0.3166|21.46785
49|0.3017|21.03074
50|0.3807|20.61658
51|0.2935|20.21780
52|0.2875|19.82732
53|0.2869|19.45994
54|0.3651|19.10067
55|0.2832|18.75686
56|0.3752|18.42106
57|0.3657|18.10095
58|0.3551|17.78842
59|0.4892|17.49192
60|0.2666|17.20251
61|0.3606|16.92184
62|0.4812|16.65597
63|0.2774|16.39056
64|0.2577|16.13228
65|0.2726|15.89080
66|0.2683|15.64800
67|0.2749|15.42182
68|0.2845|15.19546
69|0.2654|14.97624
70|0.2854|14.76531
71|0.2765|14.56222
72|0.2837|14.35938
73|0.2674|14.16379
74|0.2724|13.97656
75|0.2766|13.78947
76|0.2863|13.60988
77|0.2464|13.43747
78|0.2589|13.26571
79|0.2617|13.10193
80|0.2722|12.93771
81|0.2777|12.78148
82|0.2683|25.27822
83|0.2771|12.47758
84|0.2701|24.67704
85|0.2769|12.18846
86|0.2657|24.10691
87|0.2797|11.90698
88|0.2600|11.77488
89|0.2669|23.28705
90|0.2798|11.51714
91|0.2862|22.77936
92|0.2800|11.26679
93|0.2741|22.28692
94|0.2736|11.03236
95|0.2829|21.81824
96|0.2655|10.80605
97|0.2856|21.37305
98|0.2768|10.58718
99|0.2885|20.93571
100|0.2826|10.37630
101|0.2749|20.52176
102|0.2947|10.18073
103|0.2827|20.13087
104|0.2632|9.98611
105|0.2898|19.74871
106|0.2749|9.79895
107|0.2672|19.37421
108|0.2758|9.61889
109|0.2702|19.02209
110|0.2755|9.44718
111|0.2896|18.67894
112|0.2957|9.28328
113|0.2844|18.35080
114|0.2830|9.11923
115|0.2828|18.03081
116|0.2635|8.96291
117|0.2923|17.72595
118|0.2791|8.81456
119|0.2839|17.42910
120|0.2837|8.67375
121|0.2645|17.14777
122|0.2824|8.53302
123|0.2707|16.86637
124|0.2751|8.40058
125|0.2793|16.60175
126|0.2967|8.26723
127|0.2948|16.34310
128|0.2819|8.13492
129|0.2811|16.08585
130|0.2896|8.01767
131|0.2838|15.84367
132|0.2908|7.89288
133|0.2897|15.60185
134|0.2972|7.78385
135|0.2920|15.37552
136|0.2883|7.66644
137|0.2983|15.14917
138|0.2889|7.55695
139|0.2951|14.93010
140|0.2915|7.45547
141|0.3185|14.72691
142|0.2916|7.35433
143|0.3126|14.52459
144|0.3060|7.25307
145|0.3017|14.32170
146|0.2857|7.15123
147|0.2989|14.12598
148|0.2805|7.05761
149|0.2780|13.93881
150|0.2988|6.96414
151|0.2850|13.75966
152|0.2827|6.87879
153|0.2914|13.58093
154|0.2973|6.79190
155|0.2970|13.40776
156|0.2924|6.70595
157|0.2821|13.23614
158|0.2853|6.61989
159|0.2754|13.07158
160|0.2757|6.54244
161|0.2798|12.91621
162|0.2851|6.46398
163|0.2805|12.75953
164|0.2805|6.38585
165|0.2955|12.60359
166|0.2825|6.30812
167|0.2760|12.44770
168|0.2728|6.23820
169|0.2896|12.30763
170|0.2962|6.16771
171|0.3213|12.16662
172|0.3157|6.09710
173|0.3242|12.02578
174|0.3225|6.02724
175|0.3201|11.88565
176|0.3220|5.95688
177|0.3682|11.75295
178|0.3049|6.02429
179|0.3297|11.62850
180|0.3018|5.83223
181|0.2782|11.50364
182|0.2951|5.76953
183|0.2867|11.37857
184|0.3015|5.70777
185|0.2800|11.25423
186|0.2754|5.64467
187|0.2856|11.12864
188|0.2758|5.59048
189|0.2910|11.02031
190|0.2965|5.52794
191|0.2864|10.90262
192|0.2885|5.47314
193|0.2838|10.79353
194|0.2887|5.41843
195|0.2833|10.68389
196|0.2821|5.36387
197|0.2669|10.57483
198|0.2753|5.30909
199|0.2743|10.46516
200|0.2698|5.26209
