1|0.5733|1024.13641
2|0.8639|1024.13579
3|0.3145|1024.13579
4|0.3000|1024.13548
5|0.3209|1024.13548
6|0.3373|1024.13710
7|0.3155|1024.13710
8|0.3110|1024.13710
9|0.3213|1024.13741
10|0.3047|1024.13741
11|0.3830|1024.13710
12|0.3903|1024.13741
13|0.3594|1024.13710
14|0.3175|1024.13741
15|0.3078|1024.13710
16|0.2861|1024.13741
17|0.3683|1024.13710
18|0.3664|1024.13710
19|0.3939|1024.13741
20|0.3633|1024.13710
21|0.3308|1024.13710
22|0.4864|1024.13710
23|0.4292|1024.13710
24|0.3246|1024.13710
25|0.3938|1024.13741
26|0.3575|1024.13741
27|0.3070|1024.13710
28|0.3063|1024.13710
29|0.3523|1024.13750
30|0.3632|1024.13750
31|0.3555|1024.13719
32|0.5382|1024.13750
33|0.4080|1024.13719
34|0.4136|1024.13750
35|0.5690|1024.13750
36|0.3924|1024.13719
37|0.3615|1024.13719
38|0.5403|1024.13719
39|0.3310|1024.13750
40|0.3060|1024.13719
41|0.3083|1024.13719
42|0.3261|1024.13719
43|0.3349|1024.13719
44|0.3129|1024.13719
45|0.2969|1024.13719
46|0.3003|1024.13719
47|0.2960|1024.13719
48|0.3011|1024.13719
49|0.3073|1024.13719
50|0.2996|1024.13719
51|0.3156|1024.13719
52|0.3132|1024.13719
53|0.3088|1024.13719
54|0.3078|1024.13719
55|0.2920|1024.13719
56|0.3330|1024.13719
57|0.3084|1024.13719
58|0.3003|1024.13719
59|0.3116|1024.13719
60|0.3045|1024.13719
61|0.3029|1024.13750
62|0.3073|1024.13719
63|0.3080|1024.13719
64|0.3249|1024.13719
65|0.3643|1024.13750
66|0.3037|1024.13750
67|0.3103|1024.13750
68|0.3074|1024.13750
69|0.3107|1024.13750
70|0.2915|1024.13719
71|0.2988|1024.13750
72|0.3000|1024.13750
73|0.2962|1024.13719
74|0.2999|1024.13719
75|0.3078|1024.13750
76|0.2947|1024.13750
77|0.2981|1024.13719
78|0.3077|1024.13719
79|0.3078|1024.13719
80|0.2935|1024.13719
81|0.3030|1024.13719
82|0.3104|1024.13719
83|0.3070|1024.13719
84|0.3107|1024.13728
85|0.3157|1024.13728
86|0.3064|1024.13728
87|0.2946|1024.13728
88|0.3117|1024.13728
89|0.3021|1024.13728
90|0.3092|1024.13728
91|0.3021|1024.13728
92|0.3440|1024.13768
93|0.3036|1024.13768
94|0.3190|1024.13768
95|0.3071|1024.13737
96|0.3040|1024.13768
97|0.3199|1024.13737
98|0.3087|1024.13737
99|0.3111|1024.13768
100|0.3079|1024.13768
